budget(in million),revenue(in million),content_score,user_score,genres,director,release_year,release_month,release_day,release_weekday,run_time (in minuts),title,url
20.0,34.560577,100,60,"Action,Thriller,Crime",Brian Taylor,2009,4,16,3,96,Crank: High Voltage,https://www.themoviedb.org/movie/15092
3.0,nan,100,75,"Action,Thriller",Isaac Florentine,2010,5,22,5,96,Undisputed III: Redemption,https://www.themoviedb.org/movie/38234
nan,nan,100,57,Comedy,Jeff Rosenberg,2021,4,23,4,82,We Broke Up,https://www.themoviedb.org/movie/680319
nan,nan,86,63,"Drama,Science Fiction",unknown,2021,8,27,4,nan,Mutation on Mars,https://www.themoviedb.org/movie/866408
nan,nan,100,61,"Thriller,Horror",Michael Nader,2021,6,17,3,80,The Toll,https://www.themoviedb.org/movie/638045
nan,nan,100,69,"Comedy,Family,TV Movie",Kirk R. Thatcher,2021,10,8,4,52,Muppets Haunted Mansion,https://www.themoviedb.org/movie/826914
nan,nan,100,56,"Horror,Thriller",Christian Bisceglia,2013,6,21,4,87,The Haunting of Helena,https://www.themoviedb.org/movie/159211
nan,24.90142,100,72,"Thriller,History,Drama",Dominic Cooke,2021,3,19,4,112,The Courier,https://www.themoviedb.org/movie/522241
nan,nan,93,85,"Adventure,Comedy,Animation,Fantasy",Takaomi Kanasaki,2019,8,30,4,90,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,https://www.themoviedb.org/movie/532067
nan,nan,100,70,"Comedy,Family,Fantasy",Alex Zamm,2021,10,8,4,91,Under Wraps,https://www.themoviedb.org/movie/763873
nan,nan,100,72,"Comedy,Drama",Kim Ji-hoon,2021,8,11,2,113,Sinkhole,https://www.themoviedb.org/movie/623135
17.0,61.779301,100,83,"Action,Crime,Thriller,Drama",Ilya Naishuller,2021,8,27,4,92,Nobody,https://www.themoviedb.org/movie/615457
nan,nan,100,64,"Action,Adventure,Crime,Drama,Mystery,Thriller",Ferdinando Cito Filomarino,2021,8,13,4,109,Beckett,https://www.themoviedb.org/movie/597433
nan,nan,100,72,"Comedy,Romance",Hernán Jiménez,2021,11,5,4,105,Love Hard,https://www.themoviedb.org/movie/734265
23.0,0.099924,100,51,"Fantasy,Action,Science Fiction",Dimitri Logothetis,2020,11,20,4,102,Jiu Jitsu,https://www.themoviedb.org/movie/590706
55.0,1074.251311,100,82,"Crime,Thriller,Drama",Todd Phillips,2019,10,2,2,122,Joker,https://www.themoviedb.org/movie/475557
34.0,348.319861,100,72,"Action,Mystery,Science Fiction,Thriller",Wes Ball,2014,9,18,3,113,The Maze Runner,https://www.themoviedb.org/movie/198663
40.0,175.302354,100,82,"Drama,History,War",Mel Gibson,2016,11,4,4,139,Hacksaw Ridge,https://www.themoviedb.org/movie/324786
0.72,nan,79,45,"Comedy,Romance",Daniel Diosdado,2021,3,31,2,88,Este amor es de otro planeta,https://www.themoviedb.org/movie/773660
nan,nan,100,72,"Action,Thriller",Stefano Sollima,2021,4,29,3,109,Tom Clancy's Without Remorse,https://www.themoviedb.org/movie/567189
68.0,698.491347,100,62,"Adventure,Fantasy,Drama,Romance",David Slade,2010,6,23,2,124,The Twilight Saga: Eclipse,https://www.themoviedb.org/movie/24021
8.116935,nan,100,54,Comedy,Michèle Laroque,2021,6,2,2,83,Kids Are Back,https://www.themoviedb.org/movie/613583
nan,nan,93,54,"Horror,Mystery,Family",Ben Simms,2021,10,5,1,31,Escape The Undertaker,https://www.themoviedb.org/movie/871875
nan,nan,100,57,"Horror,Thriller,Mystery",Patrick Brice,2021,10,6,2,96,There's Someone Inside Your House,https://www.themoviedb.org/movie/512025
nan,nan,100,82,"Animation,Action,Adventure,Comedy,Drama,Fantasy,Romance",Naoko Takeuchi,2021,2,11,3,80,Pretty Guardian Sailor Moon Eternal The Movie Part 2,https://www.themoviedb.org/movie/784500
nan,78.334943,100,86,"Animation,Action,Science Fiction",Hideaki Anno,2021,3,8,0,155,Evangelion: 3.0+1.0 Thrice Upon a Time,https://www.themoviedb.org/movie/283566
nan,nan,86,74,Comedy,Fernando Ayllón,2021,10,9,5,nan,No me echen ese muerto,https://www.themoviedb.org/movie/882812
nan,nan,100,66,"Action,Thriller",Brad Turner,2021,4,23,4,82,Trigger Point,https://www.themoviedb.org/movie/809314
nan,nan,93,67,"Animation,Comedy",David Silverman,2021,11,12,4,4,The Simpsons in Plusaversary,https://www.themoviedb.org/movie/877183
65.0,415.252786,100,66,"Comedy,Drama,Romance",Michael Patrick King,2008,5,30,4,145,Sex and the City,https://www.themoviedb.org/movie/4564
nan,26.654184,100,67,"Animation,Adventure,Fantasy,Action,Family",Tetsuo Yajima,2019,7,12,4,98,Pokémon: Mewtwo Strikes Back - Evolution,https://www.themoviedb.org/movie/571891
nan,nan,100,84,"Animation,Family,Comedy,Music,Fantasy",Chris Savino,2021,8,20,4,83,The Loud House Movie,https://www.themoviedb.org/movie/410113
nan,nan,100,61,"Horror,Thriller,Mystery",Santiago Menghini,2021,9,29,2,85,No One Gets Out Alive,https://www.themoviedb.org/movie/740925
nan,nan,100,69,"Comedy,Romance",Mark Waters,2021,8,27,4,91,He's All That,https://www.themoviedb.org/movie/347626
nan,nan,93,69,"Animation,Family,Comedy,Fantasy",Trent Correy,2020,10,23,4,7,Once Upon a Snowman,https://www.themoviedb.org/movie/741074
200.0,623.933331,100,68,"Adventure,Action,Science Fiction",Stan Lee,2010,5,7,4,124,Iron Man 2,https://www.themoviedb.org/movie/10138
nan,nan,100,61,Thriller,Anton Sigurðsson,2021,4,8,3,90,Women,https://www.themoviedb.org/movie/719164
79.0,473.093228,100,69,"Horror,Fantasy",Andy Muschietti,2019,9,6,4,169,It Chapter Two,https://www.themoviedb.org/movie/474350
15.0,18.19222,100,67,"Adventure,Drama,Fantasy",David Lowery,2021,8,27,4,130,The Green Knight,https://www.themoviedb.org/movie/559907
25.0,50.67185,100,59,"Horror,Comedy,Romance",Ronny Yu,1998,10,16,4,89,Bride of Chucky,https://www.themoviedb.org/movie/11932
nan,nan,100,71,"Family,Comedy,Fantasy,Animation",Kevin Nolting,2021,4,30,4,9,22 vs. Earth,https://www.themoviedb.org/movie/811367
nan,2.14711,100,72,"Action,Adventure,Drama,Thriller",Jonathan Hensleigh,2021,6,24,3,108,The Ice Road,https://www.themoviedb.org/movie/646207
150.0,385.680446,100,74,"Science Fiction,Action,Adventure",Gene Roddenberry,2009,6,5,4,127,Star Trek,https://www.themoviedb.org/movie/13475
20.0,207.945075,100,79,"Drama,Romance",Jojo Moyes,2016,6,3,4,110,Me Before You,https://www.themoviedb.org/movie/296096
26.0,67.918658,100,58,"Horror,Action,Fantasy",Scott Stewart,2010,1,22,4,100,Legion,https://www.themoviedb.org/movie/22894
nan,nan,100,85,"Animation,Comedy,Romance,Drama,Fantasy",Souichi Masui,2019,6,15,5,90,Rascal Does Not Dream of a Dreaming Girl,https://www.themoviedb.org/movie/572154
nan,nan,100,66,"Thriller,Crime",John Swab,2021,2,19,4,111,Body Brokers,https://www.themoviedb.org/movie/656940
nan,nan,79,68,"Comedy,Drama",unknown,2021,11,2,1,82,Single Mother by Choice,https://www.themoviedb.org/movie/893204
nan,nan,100,60,"Drama,Science Fiction,Thriller",Mark Raso,2021,6,9,2,96,Awake,https://www.themoviedb.org/movie/615658
58.0,783.1,100,76,"Action,Adventure,Comedy",Fabian Nicieza,2016,2,12,4,108,Deadpool,https://www.themoviedb.org/movie/293660
200.0,66.8,100,70,"Adventure,Fantasy",Niki Caro,2020,9,4,4,115,Mulan,https://www.themoviedb.org/movie/337401
nan,357.986087,100,86,"Romance,Animation,Drama",Makoto Shinkai,2016,8,26,4,106,Your Name.,https://www.themoviedb.org/movie/372058
nan,nan,100,53,Comedy,Ziggy Hofmeyr,2021,10,22,4,94,Little Big Mouth,https://www.themoviedb.org/movie/883648
nan,nan,100,0,"Family,Animation",Charles E. Bastien,2021,12,2,3,56,PAW Patrol: Jet to the Rescue,https://www.themoviedb.org/movie/743439
40.0,60.462347,100,65,Action,James McTeigue,2009,9,29,1,99,Ninja Assassin,https://www.themoviedb.org/movie/22832
nan,nan,100,68,"Horror,Mystery",Leigh Janiak,2021,7,2,4,107,Fear Street: 1994,https://www.themoviedb.org/movie/591273
nan,nan,50,45,Romance,unknown,2021,7,6,1,77,Why Women Cheat,https://www.themoviedb.org/movie/848932
nan,1.474579,100,64,Horror,Rodrigo Fiallega,2021,5,5,2,93,The Exorcism of Carmen Farias,https://www.themoviedb.org/movie/675024
40.0,571.006128,100,59,"Drama,Romance,Thriller",Sam Taylor-Johnson,2015,2,13,4,125,Fifty Shades of Grey,https://www.themoviedb.org/movie/216015
250.0,1405.403694,100,73,"Action,Adventure,Science Fiction",Joss Whedon,2015,4,24,4,141,Avengers: Age of Ultron,https://www.themoviedb.org/movie/99861
110.0,299.268508,100,69,"Action,Science Fiction,Drama",Shawn Levy,2011,10,6,3,127,Real Steel,https://www.themoviedb.org/movie/39254
nan,0.002686,100,67,"Thriller,Crime",Martin Zandvliet,2021,5,27,3,120,The Marco Effect,https://www.themoviedb.org/movie/659940
nan,nan,100,72,"Romance,Comedy,Fantasy",Josh Lawson,2021,2,11,3,90,Long Story Short,https://www.themoviedb.org/movie/763532
95.0,226.497209,100,62,"Adventure,Fantasy,Family",Chris Columbus,2010,2,11,3,118,Percy Jackson & the Olympians: The Lightning Thief,https://www.themoviedb.org/movie/32657
68.0,215.863606,100,63,Comedy,Seth MacFarlane,2015,6,26,4,115,Ted 2,https://www.themoviedb.org/movie/214756
75.0,634.151679,100,71,"Family,Animation,Music,Comedy,Drama",Garth Jennings,2016,12,30,4,108,Sing,https://www.themoviedb.org/movie/335797
15.0,44.888959,100,69,"Horror,Thriller,Mystery",Will Honley,2021,7,16,4,88,Escape Room: Tournament of Champions,https://www.themoviedb.org/movie/585216
20.0,36.544468,100,63,"Horror,Crime,Mystery",Darren Lynn Bousman,2021,5,14,4,93,Spiral: From the Book of Saw,https://www.themoviedb.org/movie/602734
nan,nan,100,64,"Horror,Drama,Fantasy",Zoe Lister-Jones,2020,10,28,2,94,The Craft: Legacy,https://www.themoviedb.org/movie/590995
nan,nan,100,68,Comedy,Michael Bacall,2012,3,2,4,88,Project X,https://www.themoviedb.org/movie/57214
25.0,23.057115,100,78,"Drama,Action",Gavin O'Connor,2011,9,9,4,140,Warrior,https://www.themoviedb.org/movie/59440
nan,3.777969,100,61,"Horror,Thriller",Mike P. Nelson,2021,1,26,1,110,Wrong Turn,https://www.themoviedb.org/movie/630586
200.0,760.098996,100,69,"Action,Adventure,Comedy",Chris Morgan,2019,8,2,4,137,Fast & Furious Presents: Hobbs & Shaw,https://www.themoviedb.org/movie/384018
123.0,345.141403,100,67,"Family,Comedy,Fantasy",Ron Howard,2000,11,17,4,104,How the Grinch Stole Christmas,https://www.themoviedb.org/movie/8871
150.0,1450.026933,100,73,"Family,Animation,Adventure,Comedy,Fantasy",Jennifer Lee,2019,11,22,4,103,Frozen II,https://www.themoviedb.org/movie/330457
80.0,214.945591,100,66,"Comedy,Romance",Dennis Dugan,2011,2,11,4,117,Just Go with It,https://www.themoviedb.org/movie/50546
30.0,373.554033,100,80,"Animation,Adventure,Family,Comedy",John Lasseter,1995,11,22,2,81,Toy Story,https://www.themoviedb.org/movie/862
nan,nan,86,32,Comedy,Ana Murugarren,2021,8,27,4,nan,García y García,https://www.themoviedb.org/movie/774456
45.0,763.455561,100,83,"Family,Animation,Drama",Roger Allers,1994,10,10,0,89,The Lion King,https://www.themoviedb.org/movie/8587
60.0,487.85332,100,77,"Animation,Comedy,Fantasy,Adventure,Family",Andrew Adamson,2001,5,18,4,90,Shrek,https://www.themoviedb.org/movie/808
25.0,77.38931,100,63,"Horror,Thriller",Nia DaCosta,2021,9,3,4,91,Candyman,https://www.themoviedb.org/movie/565028
nan,nan,100,73,Comedy,Clay Tarver,2021,8,27,4,103,Vacation Friends,https://www.themoviedb.org/movie/653349
125.0,477.2,100,59,"Science Fiction,Action,Adventure,Comedy",Peter Laird,2014,8,8,4,101,Teenage Mutant Ninja Turtles,https://www.themoviedb.org/movie/98566
165.0,677.7,100,74,"Action,Adventure,Fantasy,Science Fiction",Scott Derrickson,2016,11,4,4,115,Doctor Strange,https://www.themoviedb.org/movie/284052
250.0,956.019788,100,73,"Action,Adventure,Fantasy",Peter Jackson,2014,12,17,2,144,The Hobbit: The Battle of the Five Armies,https://www.themoviedb.org/movie/122917
210.0,1104.0,100,59,"Science Fiction,Action,Adventure",Michael Bay,2014,6,27,4,165,Transformers: Age of Extinction,https://www.themoviedb.org/movie/91314
13.0,319.494638,100,75,"Horror,Thriller",James Wan,2013,8,2,4,112,The Conjuring,https://www.themoviedb.org/movie/138843
nan,nan,100,48,"Romance,Drama",Yoshihiro Mori,2021,11,5,4,124,We Couldn't Become Adults,https://www.themoviedb.org/movie/785544
115.0,562.816256,100,78,"Animation,Comedy,Family",Steven Clay Hunter,2001,11,1,3,92,"Monsters, Inc.",https://www.themoviedb.org/movie/585
380.0,1045.713802,100,65,"Adventure,Action,Fantasy",Rob Marshall,2011,5,20,4,137,Pirates of the Caribbean: On Stranger Tides,https://www.themoviedb.org/movie/1865
35.0,469.310836,100,73,Comedy,Todd Phillips,2009,6,5,4,100,The Hangover,https://www.themoviedb.org/movie/18785
160.0,825.532764,100,83,"Action,Science Fiction,Adventure",Christopher Nolan,2010,7,16,4,148,Inception,https://www.themoviedb.org/movie/27205
40.0,28.169671,100,57,"Adventure,Fantasy,Action,Thriller",Paul Weitz,2009,10,23,4,109,Cirque du Freak: The Vampire's Assistant,https://www.themoviedb.org/movie/24418
nan,nan,86,79,Documentary,unknown,2011,7,27,2,93,50 Greatest Harry Potter Moments,https://www.themoviedb.org/movie/483898
nan,nan,100,77,"Drama,Family,Comedy",Paul Weitz,2021,6,18,4,109,Fatherhood,https://www.themoviedb.org/movie/607259
6.5,2.2,100,58,"Horror,Thriller",Don Mancini,2017,10,23,0,91,Cult of Chucky,https://www.themoviedb.org/movie/393345
nan,17.322136,100,76,"Animation,Fantasy,Action",Masashi Kishimoto,2012,7,28,5,109,Naruto Shippuden the Movie: Road to Ninja,https://www.themoviedb.org/movie/118406
55.0,368.30776,100,67,"Drama,Romance",James Foley,2018,2,9,4,105,Fifty Shades Freed,https://www.themoviedb.org/movie/337167
nan,30.156463,100,84,"Animation,Drama",Naoko Yamada,2016,9,17,5,130,A Silent Voice: The Movie,https://www.themoviedb.org/movie/378064
175.0,302.469017,100,57,"Adventure,Action,Thriller,Science Fiction",Stephen Sommers,2009,8,7,4,118,G.I. Joe: The Rise of Cobra,https://www.themoviedb.org/movie/14869
68.0,211.817906,100,75,"War,Drama,Action",David Ayer,2014,10,31,4,135,Fury,https://www.themoviedb.org/movie/228150
nan,33.457923,93,80,"Action,Adventure,Drama",Keishi Ōtomo,2021,4,23,4,138,Rurouni Kenshin: The Final,https://www.themoviedb.org/movie/602063
80.0,528.6,100,69,"Family,Fantasy,Comedy,Animation",Genndy Tartakovsky,2018,7,13,4,97,Hotel Transylvania 3: Summer Vacation,https://www.themoviedb.org/movie/400155
nan,nan,79,55,"Animation,Family",unknown,2021,9,21,1,nan,Go! Go! Cory Carson: Chrissy Takes the Wheel,https://www.themoviedb.org/movie/876576
nan,nan,100,69,"Comedy,Drama",Bruno Garotti,2021,9,22,2,91,Confessions of an Invisible Girl,https://www.themoviedb.org/movie/786705
20.0,23.384502,100,69,Thriller,Taylor Sheridan,2021,5,14,4,100,Those Who Wish Me Dead,https://www.themoviedb.org/movie/578701
nan,nan,100,70,Drama,Rebecca Hall,2021,11,10,2,98,Passing,https://www.themoviedb.org/movie/541524
nan,nan,100,63,"Action,Thriller",Daniel Markowicz,2021,7,28,2,91,Bartkowiak,https://www.themoviedb.org/movie/809968
69.0,116.47158,100,57,"Action,Fantasy,Horror",Seth Grahame-Smith,2012,6,22,4,94,Abraham Lincoln: Vampire Hunter,https://www.themoviedb.org/movie/72331
75.0,508.575295,100,68,"Animation,Family,Comedy,Fantasy",Scott Mosier,2018,11,9,4,85,The Grinch,https://www.themoviedb.org/movie/360920
5.308245,3.468053,100,47,"Comedy,Family",Santiago Segura,2021,7,8,3,89,The Kids Are Alright: Destination Asturias,https://www.themoviedb.org/movie/800823
200.0,531.865,100,68,"Action,Drama,Horror,Science Fiction,Thriller",Marc Forster,2013,6,21,4,116,World War Z,https://www.themoviedb.org/movie/72190
165.0,657.827828,100,78,"Adventure,Family,Animation,Action,Comedy",Robert L. Baird,2014,11,7,4,102,Big Hero 6,https://www.themoviedb.org/movie/177572
85.0,306.76647,100,74,"Action,Science Fiction,Comedy,Family",Naoto Oshima,2020,2,14,4,99,Sonic the Hedgehog,https://www.themoviedb.org/movie/454626
9.0,44.196684,100,66,Horror,Tom Holland,1988,11,8,1,87,Child's Play,https://www.themoviedb.org/movie/10585
nan,nan,100,80,"Animation,Fantasy,Family,Action,Adventure,Science Fiction",Francisco Ruiz Velasco,2021,7,21,2,106,Trollhunters: Rise of the Titans,https://www.themoviedb.org/movie/730840
150.0,449.326618,100,68,"Adventure,Fantasy,Action",Kenneth Branagh,2011,4,29,4,115,Thor,https://www.themoviedb.org/movie/10195
16.0,73.983359,100,74,Drama,Patricia Riggen,2016,3,18,4,119,Miracles from Heaven,https://www.themoviedb.org/movie/339984
180.0,853.977126,100,76,"Action,Adventure,Comedy,Fantasy,Science Fiction",Taika Waititi,2017,11,3,4,131,Thor: Ragnarok,https://www.themoviedb.org/movie/284053
0.5,nan,93,55,Documentary,Bryce Wagoner,2017,3,28,1,90,After Porn Ends 2,https://www.themoviedb.org/movie/440249
14.0,nan,100,73,"War,History,Drama",Matthijs van Heijningen Jr.,2021,6,5,5,124,The Forgotten Battle,https://www.themoviedb.org/movie/633515
180.0,407.602906,100,68,"Action,Science Fiction,Adventure",Guillermo del Toro,2013,7,12,4,131,Pacific Rim,https://www.themoviedb.org/movie/68726
24.0,42.105111,100,63,Comedy,Kevin Smith,2008,9,18,3,102,Zack and Miri Make a Porno,https://www.themoviedb.org/movie/10358
79.0,355.69276,100,61,"Adventure,Action,Science Fiction",Brian Gunn,2012,2,10,4,94,Journey 2: The Mysterious Island,https://www.themoviedb.org/movie/72545
nan,nan,100,72,"Thriller,Animation,Action,Comedy,Horror,Mystery",Masahiko Murata,2011,7,30,5,108,Naruto Shippuden the Movie: Blood Prison,https://www.themoviedb.org/movie/75624
nan,nan,100,79,"Comedy,Romance",Lee Kae-byeok,2021,6,4,4,101,Sweet & Sour,https://www.themoviedb.org/movie/662237
nan,nan,100,0,"Family,Comedy,Animation,Drama,Music",Garth Jennings,2021,12,22,2,112,Sing 2,https://www.themoviedb.org/movie/438695
250.0,1153.296293,100,74,"Adventure,Action,Science Fiction",Joe Simon,2016,5,6,4,147,Captain America: Civil War,https://www.themoviedb.org/movie/271110
nan,nan,100,77,"Animation,Adventure,Action,Fantasy",Takaharu Ozaki,2020,2,28,4,85,Goblin Slayer: Goblin's Crown,https://www.themoviedb.org/movie/631132
100.0,392.0,100,80,"Crime,Drama,Comedy",Martin Scorsese,2013,12,25,2,180,The Wolf of Wall Street,https://www.themoviedb.org/movie/106646
nan,nan,93,20,Drama,Peta Rivero y Hornos,2021,10,14,3,nan,Cato,https://www.themoviedb.org/movie/875460
75.0,527.068851,100,70,"Animation,Comedy,Family",David Silverman,2007,7,27,4,87,The Simpsons Movie,https://www.themoviedb.org/movie/35
59.0,383.257136,100,73,"Animation,Comedy,Family,Adventure",Michael J. Wilson,2002,5,3,4,81,Ice Age,https://www.themoviedb.org/movie/425
150.0,319.713881,100,47,"Action,Adventure,Fantasy",M. Night Shyamalan,2010,7,1,3,103,The Last Airbender,https://www.themoviedb.org/movie/10196
37.0,154.026136,100,72,"Crime,Drama,Thriller",Ben Affleck,2010,10,15,4,125,The Town,https://www.themoviedb.org/movie/23168
nan,nan,100,81,"Crime,Thriller",Elisabeth Röhm,2021,2,27,5,90,Girl in the Basement,https://www.themoviedb.org/movie/801335
nan,1.753826,100,72,Horror,Adrián García Bogliano,2021,2,25,3,80,Come Play With Me,https://www.themoviedb.org/movie/676845
nan,nan,100,64,"Thriller,Action,Science Fiction",Rob Yescombe,2021,1,15,4,116,Outside the Wire,https://www.themoviedb.org/movie/775996
19.0,140.705322,100,57,"Animation,Adventure,Comedy,Fantasy",Evan Goldberg,2016,8,12,4,89,Sausage Party,https://www.themoviedb.org/movie/223702
40.0,359.126022,100,65,"Action,Adventure,Drama,Family",Harald Zwart,2010,6,10,3,140,The Karate Kid,https://www.themoviedb.org/movie/38575
40.0,127.233108,100,62,"Science Fiction,Action,Thriller",John Thomas,2010,7,3,5,107,Predators,https://www.themoviedb.org/movie/34851
7.0,5.021219,100,53,Comedy,Adam Herz,2009,12,4,4,93,American Pie Presents: The Book of Love,https://www.themoviedb.org/movie/26123
nan,nan,100,58,"Horror,Thriller,Mystery",Lars Klevberg,2019,10,11,4,88,Polaroid,https://www.themoviedb.org/movie/431075
50.0,122.915111,100,67,"Action,Thriller",Miles Chapman,2013,10,18,4,115,Escape Plan,https://www.themoviedb.org/movie/107846
nan,nan,79,20,"TV Movie,Thriller",Tony Dean Smith,2021,9,24,4,nan,The Secret Lives of College Freshmen,https://www.themoviedb.org/movie/878231
200.0,1108.561013,100,72,"Action,Adventure,Thriller",Ian Fleming,2012,11,2,4,143,Skyfall,https://www.themoviedb.org/movie/37724
175.0,1073.394593,100,76,"Family,Adventure,Animation,Comedy,Fantasy,Drama",Josh Cooley,2019,6,21,4,100,Toy Story 4,https://www.themoviedb.org/movie/301528
